"","BIC","MAP","SPBIC"
"iso_combo7_3006",-1253.10119160255,-142.770312074381,-1246.87465493326
"iso_combo7_3007",-1285.23253112578,-174.901651597613,-1279.00599445649
"iso_combo7_3008",-1268.44879999843,-158.117920470268,-1262.22226332915
"iso_combo7_3009",-1267.21623184176,-156.885352313593,-1260.98969517247
"iso_combo7_3010",-1251.41235432995,-141.081474801781,-1245.18581766066
"iso_combo7_3011",-1114.78141468406,-4.4505351558937,-1108.55487801477
"iso_combo7_3012",-1207.29595428513,-96.965074756963,-1201.06941761584
"iso_combo7_3013",-1189.56833401287,-79.2374544847063,-1183.34179734358
"iso_combo7_3014",-1198.88384464084,-88.5529651126748,-1192.65730797155
"iso_combo7_3015",-1202.47951861892,-92.1486390907595,-1196.25298194964
"iso_combo7_3016",-1199.71035823145,-89.3794787032871,-1193.48382156216
"iso_combo7_3017",-1179.92032319623,-69.589443668068,-1173.69378652694
"iso_combo7_3018",-1098.47077445078,11.8601050773874,-1092.24423778149
"iso_combo7_3019",-1282.70986795413,-172.37898842597,-1276.48333128485
"iso_combo7_3020",-1289.67540943363,-179.344529905464,-1283.44887276434
"iso_combo7_3021",-1317.60330007169,-207.272420543531,-1311.37676340241
"iso_combo7_3022",-1316.91411914368,-206.583239615514,-1310.68758247439
"iso_combo7_3023",-1301.8285121974,-191.497632669232,-1295.60197552811
"iso_combo7_3024",-1135.08479703761,-24.7539175094502,-1128.85826036833
"iso_combo7_3025",-1301.65465613107,-191.323776602904,-1295.42811946178
"iso_combo7_3026",-1296.33975367614,-186.008874147975,-1290.11321700685
"iso_combo7_3027",-1292.06412848573,-181.733248957563,-1285.83759181644
"iso_combo7_3028",-1287.60481515613,-177.273935627962,-1281.37827848684
"iso_combo7_3029",-1123.89075885139,-13.5598793232225,-1117.6642221821
"iso_combo7_3030",-1308.26130296814,-197.930423439979,-1302.03476629886
"iso_combo7_3031",-1327.43057291954,-217.099693391377,-1321.20403625025
"iso_combo7_3032",-1289.02078892995,-178.689909401791,-1282.79425226067
"iso_combo7_3033",-1153.67962909677,-43.3487495686056,-1147.45309242748
"iso_combo7_3034",-1311.62073231808,-201.289852789916,-1305.39419564879
"iso_combo7_3035",-1291.75209520667,-181.421215678504,-1285.52555853738
"iso_combo7_3036",-1136.59638702679,-26.2655074986266,-1130.3698503575
"iso_combo7_3037",-1288.82977648547,-178.498896957304,-1282.60323981618
"iso_combo7_3038",-1150.29586422452,-39.9649846963605,-1144.06932755524
"iso_combo7_3039",-1143.95241038226,-33.6215308541,-1137.72587371298
"iso_combo7_3040",-1203.02781526876,-92.6969357405914,-1196.80127859947
"iso_combo7_3041",-1174.73457449774,-64.4036949695712,-1168.50803782845
"iso_combo7_3042",-1208.26745206329,-97.9365725351248,-1202.040915394
"iso_combo7_3043",-1187.84763320858,-77.516753680412,-1181.62109653929
"iso_combo7_3044",-1205.40295949239,-95.0720799642229,-1199.1764228231
"iso_combo7_3045",-1164.25366908352,-53.9227895553603,-1158.02713241424
"iso_combo7_3046",-1063.06942598395,47.2614535442158,-1056.84288931466
"iso_combo7_3047",-1243.47204513292,-133.14116560476,-1237.24550846364
"iso_combo7_3048",-1299.64024645631,-189.309366928141,-1293.41370978702
"iso_combo7_3049",-1301.07488996937,-190.744010441205,-1294.84835330008
"iso_combo7_3050",-1296.14374270146,-185.812863173298,-1289.91720603218
"iso_combo7_3051",-1284.24754717312,-173.916667644954,-1278.02101050383
"iso_combo7_3052",-1102.61755228332,7.71332724484228,-1096.39101561403
"iso_combo7_3053",-1262.95578012208,-152.624900593918,-1256.7292434528
"iso_combo7_3054",-1263.11732048487,-152.786440956702,-1256.89078381558
"iso_combo7_3055",-1265.49723772336,-155.1663581952,-1259.27070105408
"iso_combo7_3056",-1250.73009986641,-140.39922033825,-1244.50356319713
"iso_combo7_3057",-1095.75144907727,14.579430450898,-1089.52491240798
"iso_combo7_3058",-1302.39132689449,-192.060447366322,-1296.1647902252
"iso_combo7_3059",-1292.52293633117,-182.192056803004,-1286.29639966188
"iso_combo7_3060",-1291.72835462627,-181.397475098105,-1285.50181795698
"iso_combo7_3061",-1102.06079678992,8.27008273824481,-1095.83426012063
"iso_combo7_3062",-1290.81321838736,-180.482338859199,-1284.58668171808
"iso_combo7_3063",-1282.8475536647,-172.516674136541,-1276.62101699542
"iso_combo7_3064",-1094.02516761809,16.3057119100789,-1087.7986309488
"iso_combo7_3065",-1277.61797383046,-167.287094302296,-1271.39143716117
"iso_combo7_3066",-1107.54501813539,2.78586139277468,-1101.3184814661
"iso_combo7_3067",-1099.61932899273,10.7115505354353,-1093.39279232344
"iso_combo7_3068",-1187.96743281847,-77.6365532903062,-1181.74089614918
"iso_combo7_3069",-1216.71848969507,-106.387610166902,-1210.49195302578
"iso_combo7_3070",-1219.42535710343,-109.094477575268,-1213.19882043415
"iso_combo7_3071",-1221.6228741403,-111.291994612132,-1215.39633747101
"iso_combo7_3072",-1184.59585730717,-74.2649777790091,-1178.36932063789
"iso_combo7_3073",-1088.50058729616,21.8302922320051,-1082.27405062687
"iso_combo7_3074",-1196.1104702155,-85.7795906873381,-1189.88393354622
"iso_combo7_3075",-1185.95643555719,-75.6255560290228,-1179.7298988879
"iso_combo7_3076",-1199.33470799483,-89.0038284666699,-1193.10817132555
"iso_combo7_3077",-1167.6763166885,-57.3454371603307,-1161.44978001921
"iso_combo7_3078",-1065.56351117003,44.7673683581369,-1059.33697450074
"iso_combo7_3079",-1221.79868547873,-111.467805950569,-1215.57214880945
"iso_combo7_3080",-1225.16474770884,-114.833868180673,-1218.93821103955
"iso_combo7_3081",-1191.61993694829,-81.2890574201278,-1185.393400279
"iso_combo7_3082",-1073.3402946773,36.9905848508635,-1067.11375800801
"iso_combo7_3083",-1225.17448498662,-114.843605458457,-1218.94794831733
"iso_combo7_3084",-1188.52073094259,-78.1898514144265,-1182.2941942733
"iso_combo7_3085",-1071.68338193036,38.6474975978031,-1065.45684526107
"iso_combo7_3086",-1187.02850033726,-76.6976208090963,-1180.80196366797
"iso_combo7_3087",-1080.82622292166,29.5046566065048,-1074.59968625237
"iso_combo7_3088",-1079.62193767164,30.7089418565264,-1073.39540100235
"iso_combo7_3089",-1271.51434701812,-161.18346748996,-1265.28781034884
"iso_combo7_3090",-1252.02502898392,-141.694149455757,-1245.79849231463
"iso_combo7_3091",-1281.50572498864,-171.174845460477,-1275.27918831935
"iso_combo7_3092",-1285.21332222142,-174.882442693259,-1278.98678555214
"iso_combo7_3093",-1107.79807276784,2.53280676032875,-1101.57153609855
"iso_combo7_3094",-1309.40806257842,-199.077183050255,-1303.18152590913
"iso_combo7_3095",-1330.64059615462,-220.309716626455,-1324.41405948533
"iso_combo7_3096",-1312.70801082327,-202.377131295106,-1306.48147415398
"iso_combo7_3097",-1120.06570431301,-9.73482478485039,-1113.83916764373
"iso_combo7_3098",-1328.23112951814,-217.900249989979,-1322.00459284886
"iso_combo7_3099",-1308.75288632617,-198.422006798008,-1302.52634965688
"iso_combo7_3100",-1130.73351201656,-20.4026324883931,-1124.50697534727
"iso_combo7_3101",-1304.57073393471,-194.239854406549,-1298.34419726543
"iso_combo7_3102",-1127.79982331951,-17.4689437913462,-1121.57328665022
"iso_combo7_3103",-1119.12773285727,-8.79685332910594,-1112.90119618798
"iso_combo7_3104",-1255.74910984844,-145.418230320276,-1249.52257317915
"iso_combo7_3105",-1294.78653710816,-184.455657579996,-1288.56000043887
"iso_combo7_3106",-1286.88126409999,-176.550384571823,-1280.6547274307
"iso_combo7_3107",-1114.49219180725,-4.16131227909023,-1108.26565513797
"iso_combo7_3108",-1300.81742137246,-190.486541844295,-1294.59088470317
"iso_combo7_3109",-1288.90165763498,-178.570778106817,-1282.67512096569
"iso_combo7_3110",-1111.48223931677,-1.1513597886069,-1105.25570264748
"iso_combo7_3111",-1274.37117028471,-164.040290756544,-1268.14463361542
"iso_combo7_3112",-1101.82280828431,8.50807124385017,-1095.59627161503
"iso_combo7_3113",-1105.20267475698,5.12820477118248,-1098.97613808769
"iso_combo7_3114",-1322.64065395841,-212.309774430242,-1316.41411728912
"iso_combo7_3115",-1307.10638612291,-196.775506594748,-1300.87984945362
"iso_combo7_3116",-1120.15416400157,-9.82328447340888,-1113.92762733229
"iso_combo7_3117",-1310.4326222089,-200.101742680738,-1304.20608553961
"iso_combo7_3118",-1127.65241149428,-17.3215319661178,-1121.42587482499
"iso_combo7_3119",-1137.45969201585,-27.12881248769,-1131.23315534657
"iso_combo7_3120",-1299.82266658695,-189.491787058783,-1293.59612991766
"iso_combo7_3121",-1120.54197866819,-10.211099140029,-1114.31544199891
"iso_combo7_3122",-1122.67364648153,-12.3427669533648,-1116.44710981224
"iso_combo7_3123",-1137.2955104377,-26.9646309095342,-1131.06897376841
"iso_combo7_3124",-1165.73843532357,-55.4075557954105,-1159.51189865429
"iso_combo7_3125",-1158.31281865382,-47.9819391256591,-1152.08628198454
"iso_combo7_3126",-1167.7428124289,-57.4119329007335,-1161.51627575961
"iso_combo7_3127",-1180.7961648428,-70.4652853146345,-1174.56962817351
"iso_combo7_3128",-1173.95564671369,-63.624767185527,-1167.7291100444
"iso_combo7_3129",-1159.44275390763,-49.1118743794691,-1153.21621723835
"iso_combo7_3130",-1076.25496708201,34.0759124461565,-1070.02843041272
"iso_combo7_3131",-1262.950891612,-152.620012083832,-1256.72435494271
"iso_combo7_3132",-1267.71961232171,-157.388732793548,-1261.49307565243
"iso_combo7_3133",-1273.28378396747,-162.952904439302,-1267.05724729818
"iso_combo7_3134",-1275.76386295657,-165.432983428408,-1269.53732628729
"iso_combo7_3135",-1265.61486031315,-155.283980784987,-1259.38832364386
"iso_combo7_3136",-1107.71395118189,2.61692834627172,-1101.48741451261
"iso_combo7_3137",-1251.06848711499,-140.737607586822,-1244.8419504457
"iso_combo7_3138",-1277.27663696106,-166.945757432893,-1271.05010029177
"iso_combo7_3139",-1263.53415779833,-153.203278270168,-1257.30762112904
"iso_combo7_3140",-1249.03660687782,-138.70572734966,-1242.81007020854
"iso_combo7_3141",-1098.79927807759,11.5316014505785,-1092.5727414083
"iso_combo7_3142",-1266.43367004067,-156.102790512507,-1260.20713337138
"iso_combo7_3143",-1283.58291678777,-173.252037259607,-1277.35638011848
"iso_combo7_3144",-1265.57605874145,-155.245179213284,-1259.34952207216
"iso_combo7_3145",-1105.77028780839,4.56059171977927,-1099.5437511391
"iso_combo7_3146",-1276.29299594579,-165.962116417624,-1270.0664592765
"iso_combo7_3147",-1267.95006732144,-157.619187793271,-1261.72353065215
"iso_combo7_3148",-1106.73202069616,3.59885883200172,-1100.50548402688
"iso_combo7_3149",-1268.05409440204,-157.723214873876,-1261.82755773275
"iso_combo7_3150",-1102.87290817266,7.45797135550185,-1096.64637150337
"iso_combo7_3151",-1112.74669422033,-2.4158146921643,-1106.52015755104
"iso_combo7_3152",-1192.73834316607,-82.4074636379105,-1186.51180649679
"iso_combo7_3153",-1193.6442127389,-83.3133332107362,-1187.41767606961
"iso_combo7_3154",-1196.75912652386,-86.4282469956994,-1190.53258985458
"iso_combo7_3155",-1185.59740301267,-75.2665234845025,-1179.37086634338
"iso_combo7_3156",-1172.88349413026,-62.5526146021004,-1166.65695746098
"iso_combo7_3157",-1097.31189185181,13.0189876763563,-1091.08535518252
"iso_combo7_3158",-1164.58955798317,-54.2586784550092,-1158.36302131389
"iso_combo7_3159",-1193.51717604154,-83.1862965133743,-1187.29063937225
"iso_combo7_3160",-1189.96290174781,-79.6320222196437,-1183.73636507852
"iso_combo7_3161",-1173.60953929882,-63.2786597706537,-1167.38300262953
"iso_combo7_3162",-1088.97296956998,21.3579099581839,-1082.74643290069
"iso_combo7_3163",-1193.18931852746,-82.8584389993003,-1186.96278185818
"iso_combo7_3164",-1209.53046430497,-99.199584776805,-1203.30392763568
"iso_combo7_3165",-1180.89666072592,-70.565781197758,-1174.67012405663
"iso_combo7_3166",-1097.7092348163,12.6216447118647,-1091.48269814701
"iso_combo7_3167",-1207.45286306799,-97.1219835398255,-1201.2263263987
"iso_combo7_3168",-1176.52843741131,-66.1975578831463,-1170.30190074202
"iso_combo7_3169",-1085.30094744567,25.0299320824993,-1079.07441077638
"iso_combo7_3170",-1173.96906621065,-63.6381866824844,-1167.74252954136
"iso_combo7_3171",-1094.73098074107,15.5998987870938,-1088.50444407178
"iso_combo7_3172",-1089.61980032646,20.7110792017016,-1083.39326365718
"iso_combo7_3173",-1284.99499998101,-174.664120452848,-1278.76846331172
"iso_combo7_3174",-1271.47594470049,-161.145065172323,-1265.2494080312
"iso_combo7_3175",-1269.04990284575,-158.71902331759,-1262.82336617647
"iso_combo7_3176",-1268.37595725469,-158.045077726528,-1262.14942058541
"iso_combo7_3177",-1129.43448020405,-19.1036006758865,-1123.20794353476
"iso_combo7_3178",-1283.01116528815,-172.680285759988,-1276.78462861886
"iso_combo7_3179",-1315.92535785982,-205.594478331657,-1309.69882119053
"iso_combo7_3180",-1291.37367533254,-181.04279580438,-1285.14713866326
"iso_combo7_3181",-1142.75442482924,-32.423545301073,-1136.52788815995
"iso_combo7_3182",-1310.36757083386,-200.036691305692,-1304.14103416457
"iso_combo7_3183",-1301.64823917728,-191.317359649112,-1295.42170250799
"iso_combo7_3184",-1132.80916958305,-22.4782900548823,-1126.58263291376
"iso_combo7_3185",-1293.68861608172,-183.357736553556,-1287.46207941243
"iso_combo7_3186",-1140.52281037651,-30.1919308483463,-1134.29627370722
"iso_combo7_3187",-1128.92176052499,-18.5908809968271,-1122.6952238557
"iso_combo7_3188",-1270.49446908467,-160.163589556504,-1264.26793241538
"iso_combo7_3189",-1279.73519422959,-169.404314701429,-1273.50865756031
"iso_combo7_3190",-1284.57679514329,-174.245915615127,-1278.350258474
"iso_combo7_3191",-1134.51733748441,-24.18645795625,-1128.29080081513
"iso_combo7_3192",-1298.82070484677,-188.489825318603,-1292.59416817748
"iso_combo7_3193",-1284.90401537425,-174.573135846085,-1278.67747870496
"iso_combo7_3194",-1122.03976557966,-11.7088860514943,-1115.81322891037
"iso_combo7_3195",-1267.65373968352,-157.322860155354,-1261.42720301423
"iso_combo7_3196",-1119.83500815385,-9.50412862568623,-1113.60847148456
"iso_combo7_3197",-1114.53565562393,-4.20477609576892,-1108.30911895465
"iso_combo7_3198",-1305.21498780157,-194.884108273407,-1298.98845113228
"iso_combo7_3199",-1294.66236564159,-184.331486113426,-1288.4358289723
"iso_combo7_3200",-1138.91263695767,-28.5817574295078,-1132.68610028838
"iso_combo7_3201",-1293.94780987581,-183.616930347646,-1287.72127320652
"iso_combo7_3202",-1142.67540942879,-32.3445299006281,-1136.44887275951
"iso_combo7_3203",-1138.11145620347,-27.7805766753072,-1131.88491953418
"iso_combo7_3204",-1301.90476072897,-191.573881200809,-1295.67822405969
"iso_combo7_3205",-1122.6787246719,-12.3478451437336,-1116.45218800261
"iso_combo7_3206",-1153.10317316923,-42.7722936410661,-1146.87663649994
"iso_combo7_3207",-1131.0682392526,-20.737359724434,-1124.84170258331
"iso_combo7_3208",-1174.1730339603,-63.8421544321384,-1167.94649729102
"iso_combo7_3209",-1189.1384343286,-78.8075548004322,-1182.91189765931
"iso_combo7_3210",-1192.29265179398,-81.9617722658139,-1186.06611512469
"iso_combo7_3211",-1195.30230491703,-84.971425388865,-1189.07576824774
"iso_combo7_3212",-1175.31925309737,-64.9883735692048,-1169.09271642808
"iso_combo7_3213",-1061.5361632213,48.7947163068659,-1055.30962655201
"iso_combo7_3214",-1161.42433221741,-51.0934526892432,-1155.19779554812
"iso_combo7_3215",-1177.47313801524,-67.1422584870721,-1171.24660134595
"iso_combo7_3216",-1181.8643647311,-71.533485202933,-1175.63782806181
"iso_combo7_3217",-1163.03362415846,-52.7027446302974,-1156.80708748917
"iso_combo7_3218",-1055.3786556032,54.9522239249617,-1049.15211893392
"iso_combo7_3219",-1189.74199528367,-79.4111157555052,-1183.51545861438
"iso_combo7_3220",-1206.38469043851,-96.0538109103433,-1200.15815376922
"iso_combo7_3221",-1172.99719812191,-62.6663185937481,-1166.77066145262
"iso_combo7_3222",-1049.59369453599,60.7371849921788,-1043.3671578667
"iso_combo7_3223",-1208.38295965618,-98.0520801280155,-1202.15642298689
"iso_combo7_3224",-1184.47550876692,-74.1446292387583,-1178.24897209764
"iso_combo7_3225",-1042.94245724621,67.3884222819582,-1036.71592057692
"iso_combo7_3226",-1179.51179195618,-69.1809124280196,-1173.2852552869
"iso_combo7_3227",-1062.25259157209,48.0782879560782,-1056.0260549028
"iso_combo7_3228",-1057.52161920651,52.8092603216519,-1051.29508253722
"iso_combo7_3229",-1268.06183053178,-157.730951003616,-1261.83529386249
"iso_combo7_3230",-1277.4985039857,-167.167624457532,-1271.27196731641
"iso_combo7_3231",-1249.2177224072,-138.886842879035,-1242.99118573791
"iso_combo7_3232",-1259.20851284112,-148.877633312953,-1252.98197617183
"iso_combo7_3233",-1081.51211568807,28.8187638400989,-1075.28557901878
"iso_combo7_3234",-1306.58363819481,-196.252758666645,-1300.35710152552
"iso_combo7_3235",-1287.53327826578,-177.202398737619,-1281.3067415965
"iso_combo7_3236",-1303.52257901098,-193.191699482813,-1297.29604234169
"iso_combo7_3237",-1106.00923707017,4.32164245799322,-1099.78270040088
"iso_combo7_3238",-1300.78939769153,-190.458518163368,-1294.56286102224
"iso_combo7_3239",-1289.88459332154,-179.553713793378,-1283.65805665225
"iso_combo7_3240",-1082.14093847463,28.1899410535354,-1075.91440180534
"iso_combo7_3241",-1287.81238433443,-177.481504806263,-1281.58584766514
"iso_combo7_3242",-1098.79478914375,11.5360903844133,-1092.56825247446
"iso_combo7_3243",-1103.8004405646,6.53043896356519,-1097.57390389531
"iso_combo7_3244",-1251.46414473667,-141.133265208502,-1245.23760806738
"iso_combo7_3245",-1271.18059170231,-160.849712174149,-1264.95405503303
"iso_combo7_3246",-1258.58968232948,-148.258802801319,-1252.3631456602
"iso_combo7_3247",-1078.28235648408,32.048523044081,-1072.0558198148
"iso_combo7_3248",-1285.72755606928,-175.396676541114,-1279.50101939999
"iso_combo7_3249",-1281.7474152282,-171.416535700034,-1275.52087855891
"iso_combo7_3250",-1090.09402308275,20.2368564454138,-1083.86748641346
"iso_combo7_3251",-1267.1251529208,-156.794273392638,-1260.89861625151
"iso_combo7_3252",-1074.41332533838,35.9175541897886,-1068.18678866909
"iso_combo7_3253",-1086.61067942615,23.7202001020104,-1080.38414275687
"iso_combo7_3254",-1290.74360308281,-180.412723554645,-1284.51706641352
"iso_combo7_3255",-1289.92039157728,-179.589512049115,-1283.69385490799
"iso_combo7_3256",-1085.89430472962,24.436574798543,-1079.66776806033
"iso_combo7_3257",-1289.76082368708,-179.429944158912,-1283.53428701779
"iso_combo7_3258",-1103.76451278527,6.56636674289723,-1097.53797611598
"iso_combo7_3259",-1104.57431391098,5.75656561718563,-1098.34777724169
"iso_combo7_3260",-1288.06277308472,-177.73189355656,-1281.83623641544
"iso_combo7_3261",-1098.12928193472,12.2015975934461,-1091.90274526543
"iso_combo7_3262",-1088.42055456967,21.9103249584962,-1082.19401790038
"iso_combo7_3263",-1101.16017827371,9.17070125445161,-1094.93364160443
"iso_combo7_3264",-1175.43104715791,-65.1001676297487,-1169.20451048863
"iso_combo7_3265",-1189.94117002541,-79.6102904972437,-1183.71463335612
"iso_combo7_3266",-1180.81335334518,-70.4824738170117,-1174.58681667589
"iso_combo7_3267",-1164.9802630644,-54.6493835362392,-1158.75372639512
"iso_combo7_3268",-1067.98370566993,42.347173858235,-1061.75716900064
"iso_combo7_3269",-1215.88189833711,-105.551018808944,-1209.65536166782
"iso_combo7_3270",-1223.89994775052,-113.569068222359,-1217.67341108124
"iso_combo7_3271",-1181.7774343083,-71.4465547801377,-1175.55089763901
"iso_combo7_3272",-1079.90083159979,30.4300479283743,-1073.6742949305
"iso_combo7_3273",-1228.7291331297,-118.398253601539,-1222.50259646042
"iso_combo7_3274",-1178.61873479443,-68.287855266268,-1172.39219812514
"iso_combo7_3275",-1068.44184594651,41.8890335816561,-1062.21530927722
"iso_combo7_3276",-1184.02950678192,-73.6986272537576,-1177.80297011263
"iso_combo7_3277",-1080.58373329493,29.7471462332373,-1074.35719662564
"iso_combo7_3278",-1069.66676764617,40.6641118819965,-1063.44023097688
"iso_combo7_3279",-1191.10961474994,-80.7787352217714,-1184.88307808065
"iso_combo7_3280",-1191.16238631214,-80.8315067839731,-1184.93584964285
"iso_combo7_3281",-1177.45950743735,-67.1286279091889,-1171.23297076807
"iso_combo7_3282",-1057.59363719436,52.7372423338082,-1051.36710052507
"iso_combo7_3283",-1201.56062630198,-91.2297467738182,-1195.3340896327
"iso_combo7_3284",-1162.43348282831,-52.1026033001413,-1156.20694615902
"iso_combo7_3285",-1061.23378398656,49.0970955416037,-1055.00724731727
"iso_combo7_3286",-1179.58460623023,-69.2537267020662,-1173.35806956094
"iso_combo7_3287",-1062.2819611794,48.0489183487668,-1056.05542451011
"iso_combo7_3288",-1061.88372465039,48.4471548777777,-1055.6571879811
"iso_combo7_3289",-1219.66850869639,-109.337629168225,-1213.4419720271
"iso_combo7_3290",-1189.86051118802,-79.529631659854,-1183.63397451873
"iso_combo7_3291",-1059.0348947563,51.2959847718597,-1052.80835808702
"iso_combo7_3292",-1199.01131585086,-88.6804363226977,-1192.78477918157
"iso_combo7_3293",-1086.96086578688,23.3700137412837,-1080.73432911759
"iso_combo7_3294",-1074.15234826063,36.1785312675332,-1067.92581159134
"iso_combo7_3295",-1197.94162876715,-87.6107492389893,-1191.71509209787
"iso_combo7_3296",-1074.19037188295,36.1405076452157,-1067.96383521366
"iso_combo7_3297",-1060.16508228142,50.1657972467478,-1053.93854561213
"iso_combo7_3298",-1074.80735797095,35.5235215572179,-1068.58082130166
"iso_combo7_3299",-1275.56597364472,-165.235094116556,-1269.33943697543
"iso_combo7_3300",-1274.62682316021,-164.295943632049,-1268.40028649093
"iso_combo7_3301",-1288.13330538744,-177.80242585928,-1281.90676871816
"iso_combo7_3302",-1108.55021553458,1.78066399358715,-1102.32367886529
"iso_combo7_3303",-1292.61103024128,-182.280150713119,-1286.384493572
"iso_combo7_3304",-1282.90171602867,-172.570836500504,-1276.67517935938
"iso_combo7_3305",-1103.35634154262,6.97453798554614,-1097.12980487333
"iso_combo7_3306",-1276.60320532219,-166.272325794029,-1270.37666865291
"iso_combo7_3307",-1097.93501025256,12.3958692756089,-1091.70847358327
"iso_combo7_3308",-1102.55281469471,7.77806483345012,-1096.32627802543
"iso_combo7_3309",-1320.04484024775,-209.713960719584,-1313.81830357846
"iso_combo7_3310",-1303.11010059703,-192.779221068869,-1296.88356392775
"iso_combo7_3311",-1120.01022151626,-9.67934198809246,-1113.78368484697
"iso_combo7_3312",-1316.86857406807,-206.537694539905,-1310.64203739878
"iso_combo7_3313",-1135.61270683414,-25.2818273059713,-1129.38617016485
"iso_combo7_3314",-1132.0448449855,-21.7139654573347,-1125.81830831621
"iso_combo7_3315",-1308.80959394125,-198.478714413086,-1302.58305727196
"iso_combo7_3316",-1116.93794677263,-6.60706724446754,-1110.71141010334
"iso_combo7_3317",-1107.6595146343,2.6713648938686,-1101.43297796501
"iso_combo7_3318",-1118.1396121551,-7.80873262693376,-1111.91307548581
"iso_combo7_3319",-1284.58629432783,-174.255414799669,-1278.35975765855
"iso_combo7_3320",-1292.62856902448,-182.297689496316,-1286.40203235519
"iso_combo7_3321",-1112.81014741497,-2.47926788680309,-1106.58361074568
"iso_combo7_3322",-1276.3898218898,-166.058942361637,-1270.16328522051
"iso_combo7_3323",-1095.59159337695,14.7392861512171,-1089.36505670766
"iso_combo7_3324",-1113.30033188535,-2.96945235718783,-1107.07379521606
"iso_combo7_3325",-1278.92998658285,-168.59910705469,-1272.70344991357
"iso_combo7_3326",-1091.91567406669,18.4152054614734,-1085.6891373974
"iso_combo7_3327",-1101.40070596703,8.93017356113808,-1095.17416929774
"iso_combo7_3328",-1096.74657893041,13.5843005977541,-1090.52004226112
"iso_combo7_3329",-1296.78765018159,-186.456770653427,-1290.5611135123
"iso_combo7_3330",-1121.34404076798,-11.0131612398176,-1115.11750409869
"iso_combo7_3331",-1121.88826266801,-11.5573831398461,-1115.66172599872
"iso_combo7_3332",-1137.18962179936,-26.858742271196,-1130.96308513007
"iso_combo7_3333",-1121.28270905416,-10.9518295259946,-1115.05617238487
"iso_combo7_3334",-1167.43340391626,-57.1025243880998,-1161.20686724698
"iso_combo7_3335",-1158.74554298413,-48.4146634559617,-1152.51900631484
"iso_combo7_3336",-1157.98286565386,-47.6519861256988,-1151.75632898458
"iso_combo7_3337",-1154.35492541715,-44.0240458889892,-1148.12838874787
"iso_combo7_3338",-1165.75994225691,-55.4290627287481,-1159.53340558762
"iso_combo7_3339",-1130.64163808401,-20.3107585558458,-1124.41510141472
"iso_combo7_3340",-1064.1332637991,46.1976157290682,-1057.90672712981
"iso_combo7_3341",-1241.47645544302,-131.145575914851,-1235.24991877373
"iso_combo7_3342",-1264.14976932164,-153.818889793474,-1257.92323265235
"iso_combo7_3343",-1255.78068342266,-145.449803894495,-1249.55414675337
"iso_combo7_3344",-1267.66941838399,-157.338538855829,-1261.44288171471
"iso_combo7_3345",-1262.96562852995,-152.634749001785,-1256.73909186066
"iso_combo7_3346",-1098.44521631146,11.8856632167013,-1092.21867964218
"iso_combo7_3347",-1270.00028089847,-159.669401370307,-1263.77374422918
"iso_combo7_3348",-1251.93717233454,-141.606292806378,-1245.71063566525
"iso_combo7_3349",-1256.70907339358,-146.378193865416,-1250.48253672429
"iso_combo7_3350",-1226.24277610953,-115.911896581365,-1220.01623944024
"iso_combo7_3351",-1101.79776331036,8.5331162178029,-1095.57122664107
"iso_combo7_3352",-1269.80448879007,-159.473609261909,-1263.57795212079
"iso_combo7_3353",-1269.33659137184,-159.005711843678,-1263.11005470255
"iso_combo7_3354",-1256.26758157001,-145.936702041846,-1250.04104490072
"iso_combo7_3355",-1099.44108461489,10.889794913276,-1093.2145479456
"iso_combo7_3356",-1272.14932891508,-161.818449386912,-1265.92279224579
"iso_combo7_3357",-1256.62846058943,-146.297581061266,-1250.40192392014
"iso_combo7_3358",-1096.96681861599,13.3640609121728,-1090.7402819467
"iso_combo7_3359",-1243.88432463201,-133.553445103842,-1237.65778796272
"iso_combo7_3360",-1107.11826685226,3.21261267590489,-1100.89173018297
"iso_combo7_3361",-1110.30171021578,0.0291693123832601,-1104.07517354649
"iso_combo7_3362",-1180.03079798246,-69.6999184542968,-1173.80426131317
"iso_combo7_3363",-1194.04071674186,-83.7098372136959,-1187.81418007257
"iso_combo7_3364",-1189.62866713969,-79.2977876115219,-1183.4021304704
"iso_combo7_3365",-1186.53472590545,-76.2038463772818,-1180.30818923616
"iso_combo7_3366",-1161.31970667442,-50.9888271462515,-1155.09317000513
"iso_combo7_3367",-1089.85249757879,20.4783819493757,-1083.6259609095
"iso_combo7_3368",-1178.20165737181,-67.8707778436465,-1171.97512070252
"iso_combo7_3369",-1169.82437032217,-59.4934907940049,-1163.59783365288
"iso_combo7_3370",-1174.96346563041,-64.632586102247,-1168.73692896112
"iso_combo7_3371",-1171.53679415323,-61.2059146250648,-1165.31025748394
"iso_combo7_3372",-1081.71992962306,28.6109499051034,-1075.49339295377
"iso_combo7_3373",-1188.93765248849,-78.6067729603286,-1182.71111581921
"iso_combo7_3374",-1194.10130225115,-83.7704227229893,-1187.87476558187
"iso_combo7_3375",-1168.38650360779,-58.0556240796293,-1162.15996693851
"iso_combo7_3376",-1087.97300100743,22.3578785207317,-1081.74646433815
"iso_combo7_3377",-1189.2627975203,-78.9319179921349,-1183.03626085101
"iso_combo7_3378",-1157.07095613833,-46.7400766101682,-1150.84441946905
"iso_combo7_3379",-1077.96668482611,32.3641947020569,-1071.74014815682
