"","BIC","MAP","SPBIC"
"iso_combo10_275",-1151.455903573,-41.1250240448368,-1145.22936690371
"iso_combo10_276",-1054.21537835223,56.115501175933,-1047.98884168294
"iso_combo10_277",-1048.99987249525,61.3310070329122,-1042.77333582596
"iso_combo10_278",-1167.05761141372,-56.7267318855583,-1160.83107474443
"iso_combo10_279",-1142.69793974473,-32.3670602165683,-1136.47140307545
"iso_combo10_280",-1043.45411657095,66.8767629572111,-1037.22757990167
"iso_combo10_281",-1148.26763883032,-37.9367593021523,-1142.04110216103
"iso_combo10_282",-1064.47116781715,45.8597117110178,-1058.24463114786
"iso_combo10_283",-1054.85586718607,55.4750123420932,-1048.62933051678
"iso_combo10_284",-1151.46242518569,-41.1315456575306,-1145.23588851641
"iso_combo10_285",-1054.42580619592,55.9050733322425,-1048.19926952663
"iso_combo10_286",-1058.36155718053,51.9693223476324,-1052.13502051124
"iso_combo10_287",-1054.08207396006,56.2488055680994,-1047.85553729078
"iso_combo10_288",-1226.98135926807,-116.650479739905,-1220.75482259878
"iso_combo10_289",-1236.89605475332,-126.565175225157,-1230.66951808403
"iso_combo10_290",-1243.28750322846,-132.956623700297,-1237.06096655917
"iso_combo10_291",-1078.26095102534,32.0699285028265,-1072.03441435605
"iso_combo10_292",-1238.680521332,-128.34964180384,-1232.45398466272
"iso_combo10_293",-1240.32299869363,-129.992119165464,-1234.09646202434
"iso_combo10_294",-1087.22474246379,23.1061370643737,-1080.9982057945
"iso_combo10_295",-1229.45796738427,-119.127087856103,-1223.23143071498
"iso_combo10_296",-1104.61379525193,5.7170842762348,-1098.38725858264
"iso_combo10_297",-1096.52715596339,13.8037235647764,-1090.3006192941
"iso_combo10_298",-1256.06457547541,-145.733695947249,-1249.83803880613
"iso_combo10_299",-1242.90691997535,-132.576040447186,-1236.68038330606
"iso_combo10_300",-1089.68988926402,20.6409902641411,-1083.46335259474
"iso_combo10_301",-1245.54668912394,-135.215809595778,-1239.32015245466
"iso_combo10_302",-1104.40881646214,5.92206306601997,-1098.18227979286
"iso_combo10_303",-1103.96731271024,6.36356681792222,-1097.74077604095
"iso_combo10_304",-1243.92644112737,-133.595561599208,-1237.69990445808
"iso_combo10_305",-1098.88864225769,11.4422372704702,-1092.66210558841
"iso_combo10_306",-1098.31873920359,12.0121403245704,-1092.09220253431
"iso_combo10_307",-1106.19664194933,4.13423757883822,-1099.97010528004
"iso_combo10_308",-1240.44975533802,-130.118875809858,-1234.22321866874
"iso_combo10_309",-1236.20746414391,-125.876584615749,-1229.98092747463
"iso_combo10_310",-1092.70011327364,17.6307662545256,-1086.47357660435
"iso_combo10_311",-1240.28626925342,-129.955389725253,-1234.05973258413
"iso_combo10_312",-1100.99404052501,9.33683900315475,-1094.76750385572
"iso_combo10_313",-1098.51564186636,11.8152376618059,-1092.28910519707
"iso_combo10_314",-1250.50843847563,-140.177558947467,-1244.28190180634
"iso_combo10_315",-1102.44652434322,7.8843551849468,-1096.21998767393
"iso_combo10_316",-1095.47944776043,14.8514317677304,-1089.25291109115
"iso_combo10_317",-1100.49219587456,9.83868365360706,-1094.26565920527
"iso_combo10_318",-1252.06303791018,-141.732158382019,-1245.8365012409
"iso_combo10_319",-1092.32551051006,18.0053690181071,-1086.09897384077
"iso_combo10_320",-1098.89807965327,11.4327998748984,-1092.67154298398
"iso_combo10_321",-1110.43345634469,-0.102576816528199,-1104.20691967541
"iso_combo10_322",-1092.16465463097,18.1662248971943,-1085.93811796168
"iso_combo10_323",-1162.23001830456,-51.8991387763941,-1156.00348163527
"iso_combo10_324",-1171.89860983477,-61.5677303066058,-1165.67207316548
"iso_combo10_325",-1146.97523439283,-36.6443548646704,-1140.74869772355
"iso_combo10_326",-1061.23218813347,49.0986913946947,-1055.00565146418
"iso_combo10_327",-1179.08479771038,-68.7539181822202,-1172.8582610411
"iso_combo10_328",-1152.04728443362,-41.7164049054539,-1145.82074776433
"iso_combo10_329",-1066.31891651744,44.0119630107233,-1060.09237984815
"iso_combo10_330",-1151.47082541827,-41.1399458901084,-1145.24428874899
"iso_combo10_331",-1072.12761853378,38.2032609943811,-1065.9010818645
"iso_combo10_332",-1051.80045543519,58.530424092978,-1045.5739187659
"iso_combo10_333",-1183.33688815318,-73.0060086250199,-1177.1103514839
"iso_combo10_334",-1156.48175934745,-46.15087981929,-1150.25522267817
"iso_combo10_335",-1064.46403898858,45.8668405395853,-1058.23750231929
"iso_combo10_336",-1159.59387317526,-49.2629936470981,-1153.36733650598
"iso_combo10_337",-1073.66134353027,36.6695359978908,-1067.43480686099
"iso_combo10_338",-1069.38742356527,40.943455962895,-1063.16088689598
"iso_combo10_339",-1163.98974485413,-53.658865325968,-1157.76320818484
"iso_combo10_340",-1075.62708403079,34.7037954973712,-1069.40054736151
"iso_combo10_341",-1062.81357090263,47.5173086255385,-1056.58703423334
"iso_combo10_342",-1066.29559189346,44.0352876347002,-1060.06905522418
"iso_combo10_343",-1186.85459657679,-76.523717048624,-1180.6280599075
"iso_combo10_344",-1157.29182742898,-46.9609479008183,-1151.0652907597
"iso_combo10_345",-1061.60070989193,48.7301696362314,-1055.37417322265
"iso_combo10_346",-1164.45502848282,-54.1241489546601,-1158.22849181354
"iso_combo10_347",-1073.66587884986,36.6650006783086,-1067.43934218057
"iso_combo10_348",-1067.79169272605,42.5391868021162,-1061.56515605676
"iso_combo10_349",-1167.06616499967,-56.7352854715039,-1160.83962833038
"iso_combo10_350",-1066.95970649673,43.3711730314373,-1060.73316982744
"iso_combo10_351",-1056.62339469144,53.7074848367198,-1050.39685802216
"iso_combo10_352",-1063.99614708406,46.3347324441029,-1057.76961041477
"iso_combo10_353",-1169.70540895817,-59.3745294300041,-1163.47887228888
"iso_combo10_354",-1069.9178762292,40.4130032989682,-1063.69133955991
"iso_combo10_355",-1054.8063628801,55.5245166480681,-1048.57982621081
"iso_combo10_356",-1074.87116248326,35.459717044909,-1068.64462581397
"iso_combo10_357",-1073.95062595351,36.3802535746588,-1067.72408928422
"iso_combo10_358",-1275.06162762636,-164.730748098192,-1268.83509095707
"iso_combo10_359",-1255.64221362739,-145.311334099228,-1249.41567695811
"iso_combo10_360",-1105.21680478562,5.11407474254293,-1098.99026811633
"iso_combo10_361",-1265.61170569044,-155.280826162276,-1259.38516902115
"iso_combo10_362",-1117.80475596464,-7.47387643647903,-1111.57821929536
"iso_combo10_363",-1117.21246678506,-6.88158725689539,-1110.98593011577
"iso_combo10_364",-1268.7901089484,-158.459229420234,-1262.56357227911
"iso_combo10_365",-1118.44197202133,-8.11109249316439,-1112.21543535204
"iso_combo10_366",-1103.69585933798,6.63502019018699,-1097.46932266869
"iso_combo10_367",-1115.56852470823,-5.23764518006988,-1109.34198803895
"iso_combo10_368",-1275.73822001193,-165.407340483763,-1269.51168334264
"iso_combo10_369",-1121.95666027717,-11.6257807490025,-1115.73012360788
"iso_combo10_370",-1117.20967053729,-6.87879100912755,-1110.983133868
"iso_combo10_371",-1117.88681249579,-7.55593296762652,-1111.6602758265
"iso_combo10_372",-1123.50108471896,-13.1702051907949,-1117.27454804967
"iso_combo10_373",-1271.42331974842,-161.092440220259,-1265.19678307914
"iso_combo10_374",-1117.46847856525,-7.13759903708194,-1111.24194189596
"iso_combo10_375",-1100.85758545908,9.47329406908159,-1094.6310487898
"iso_combo10_376",-1116.12756270491,-5.79668317674941,-1109.90102603563
"iso_combo10_377",-1114.52896023951,-4.19808071134582,-1108.30242357022
"iso_combo10_378",-1126.83656921513,-16.5056896869648,-1120.61003254584
"iso_combo10_379",-1153.06111449687,-42.7302349687044,-1146.83457782758
"iso_combo10_380",-1164.01724144018,-53.6863619120197,-1157.7907047709
"iso_combo10_381",-1118.56656203089,-8.23568250272251,-1112.3400253616
"iso_combo10_382",-1039.85250726102,70.4783722671481,-1033.62597059173
"iso_combo10_383",-1169.16154215202,-58.8306626238591,-1162.93500548274
"iso_combo10_384",-1148.17801865229,-37.8471391241234,-1141.951481983
"iso_combo10_385",-1019.91486066306,90.4160188651066,-1013.68832399377
"iso_combo10_386",-1151.01060305873,-40.6797235305668,-1144.78406638944
"iso_combo10_387",-1033.52846914378,76.8024103843804,-1027.3019324745
"iso_combo10_388",-1029.16434620395,81.1665333242171,-1022.93780953466
"iso_combo10_389",-1181.15382330028,-70.8229437721189,-1174.927286631
"iso_combo10_390",-1153.80084989546,-43.4699703672991,-1147.57431322618
"iso_combo10_391",-1034.68759400982,75.6432855183419,-1028.46105734054
"iso_combo10_392",-1151.74602165706,-41.4151421288949,-1145.51948498777
"iso_combo10_393",-1027.86971639508,82.4611631330796,-1021.6431797258
"iso_combo10_394",-1017.67562268412,92.6552568440403,-1011.44908601484
"iso_combo10_395",-1168.58819951039,-58.2573199822291,-1162.36166284111
"iso_combo10_396",-1041.12304081168,69.2078387164801,-1034.8965041424
"iso_combo10_397",-1018.75959703707,91.5712824910936,-1012.53306036778
"iso_combo10_398",-1034.8765423114,75.4543372167626,-1028.65000564211
"iso_combo10_399",-1168.65234580016,-58.3214662719956,-1162.42580913087
"iso_combo10_400",-1141.25551435577,-30.9246348276042,-1135.02897768648
"iso_combo10_401",-1023.59738736728,86.7334921608829,-1017.37085069799
"iso_combo10_402",-1152.92670773758,-42.5958282094189,-1146.7001710683
"iso_combo10_403",-1043.0551983155,67.2756812126611,-1036.82866164622
"iso_combo10_404",-1039.52117166558,70.8097078625877,-1033.29463499629
"iso_combo10_405",-1169.43269107739,-59.1018115492261,-1163.2061544081
"iso_combo10_406",-1039.49237148067,70.8385080474964,-1033.26583481138
"iso_combo10_407",-1035.69024762632,74.6406319018398,-1029.46371095704
"iso_combo10_408",-1034.46176523283,75.8691142953382,-1028.23522856354
"iso_combo10_409",-1162.46739633772,-52.136516809556,-1156.24085966843
"iso_combo10_410",-1034.83744513026,75.4934343979011,-1028.61090846098
"iso_combo10_411",-1022.59884979323,87.7320297349331,-1016.37231312394
"iso_combo10_412",-1044.31337876793,66.0175007602365,-1038.08684209864
"iso_combo10_413",-1036.55052869506,73.7803508331019,-1030.32399202577
"iso_combo10_414",-1258.05161549616,-147.720735967997,-1251.82507882687
"iso_combo10_415",-1258.70616008231,-148.375280554147,-1252.47962341302
"iso_combo10_416",-1076.2945678163,34.0363117118608,-1070.06803114702
"iso_combo10_417",-1251.13188006955,-140.801000541389,-1244.90534340027
"iso_combo10_418",-1052.14843387552,58.1824456526455,-1045.92189720623
"iso_combo10_419",-1088.65230221388,21.6785773142885,-1082.42576554459
"iso_combo10_420",-1260.81305103435,-150.482171506182,-1254.58651436506
"iso_combo10_421",-1074.05851461139,36.2723649167697,-1067.83197794211
"iso_combo10_422",-1073.38195350912,36.9489260190437,-1067.15541683983
"iso_combo10_423",-1087.77560056253,22.5552789656331,-1081.54906389324
"iso_combo10_424",-1264.8023575368,-154.471478008633,-1258.57582086751
"iso_combo10_425",-1101.40577576067,8.9251037674951,-1095.17923909138
"iso_combo10_426",-1076.16150041376,34.1693791144065,-1069.93496374447
"iso_combo10_427",-1096.64080461496,13.6900749132058,-1090.41426794567
"iso_combo10_428",-1085.86300241832,24.4678771098447,-1079.63646574903
"iso_combo10_429",-1250.56566750687,-140.234787978711,-1244.33913083759
"iso_combo10_430",-1085.33172658499,24.9991529431792,-1079.1051899157
"iso_combo10_431",-1080.71898144449,29.6118980836701,-1074.49244477521
"iso_combo10_432",-1079.7000733287,30.6308061994653,-1073.47353665941
"iso_combo10_433",-1096.22194545422,14.108934073947,-1089.99540878493
"iso_combo10_434",-1089.25562986092,21.0752496672424,-1083.02909319163
"iso_combo10_435",-1179.86779308053,-69.5369135523706,-1173.64125641125
"iso_combo10_436",-1152.86111102602,-42.5302314978527,-1146.63457435673
"iso_combo10_437",-1033.15621243304,77.1746670951234,-1026.92967576375
"iso_combo10_438",-1152.70755339978,-42.3766738716118,-1146.48101673049
"iso_combo10_439",-1055.03506710537,55.29581242279,-1048.80853043609
"iso_combo10_440",-1035.30490115542,75.0259783727478,-1029.07836448613
"iso_combo10_441",-1165.5528268882,-55.2219473600389,-1159.32629021892
"iso_combo10_442",-1048.97857207857,61.3523074495915,-1042.75203540929
"iso_combo10_443",-1018.90366278376,91.4272167444066,-1012.67712611447
"iso_combo10_444",-1031.83122502767,78.4996545004918,-1025.60468835839
"iso_combo10_445",-1168.02544597401,-57.6945664458506,-1161.79890930473
"iso_combo10_446",-1062.58784502826,47.7430344998999,-1056.36130835898
"iso_combo10_447",-1030.11595542816,80.2149241000001,-1023.88941875888
"iso_combo10_448",-1048.0479416137,62.282937914463,-1041.82140494441
"iso_combo10_449",-1044.56855631997,65.7623232081943,-1038.34201965068
"iso_combo10_450",-1176.90857804184,-66.5776985136719,-1170.68204137255
"iso_combo10_451",-1043.25551175679,67.0753677713723,-1037.0289750875
"iso_combo10_452",-1034.37639856257,75.9544809655957,-1028.14986189328
"iso_combo10_453",-1048.73342183727,61.5974576908952,-1042.50688516798
"iso_combo10_454",-1045.57727010343,64.7536094247331,-1039.35073343414
"iso_combo10_455",-1051.04928640503,59.2815931231348,-1044.82274973574
"iso_combo10_456",-1268.05638739565,-157.725507867483,-1261.82985072636
"iso_combo10_457",-1094.22365919387,16.1072203342983,-1087.99712252458
"iso_combo10_458",-1093.98353218523,16.347347342938,-1087.75699551594
"iso_combo10_459",-1106.43157387364,3.89930565452835,-1100.20503720435
"iso_combo10_460",-1100.42905142543,9.90182810273222,-1094.20251475614
"iso_combo10_461",-1109.49996062938,0.830918898786649,-1103.27342396009
"iso_combo10_462",-1093.20169862795,17.1291809002153,-1086.97516195866
"iso_combo10_463",-1144.67170877034,-34.3408292421709,-1138.44517210105
"iso_combo10_464",-1138.9284068886,-28.5975273604317,-1132.70187021931
"iso_combo10_465",-1142.16196894478,-31.8310894166119,-1135.93543227549
"iso_combo10_466",-1129.61806454199,-19.2871850138267,-1123.3915278727
"iso_combo10_467",-1047.87775754756,62.4531219806076,-1041.65122087827
"iso_combo10_468",-1151.84871023319,-41.5178307050232,-1145.6221735639
"iso_combo10_469",-1148.06382910281,-37.7329495746428,-1141.83729243352
"iso_combo10_470",-1139.1025858281,-28.7717062999354,-1132.87604915881
"iso_combo10_471",-1039.71501047455,70.6158690536192,-1033.48847380526
"iso_combo10_472",-1150.93958095262,-40.60870142446,-1144.71304428334
"iso_combo10_473",-1124.80640086037,-14.4755213322034,-1118.57986419108
"iso_combo10_474",-1035.50470816972,74.8261713584425,-1029.27817150043
"iso_combo10_475",-1123.37455382144,-13.0436742932715,-1117.14801715215
"iso_combo10_476",-1047.8065141531,62.5243653750625,-1041.57997748381
"iso_combo10_477",-1048.66561755867,61.6652619694955,-1042.43908088938
"iso_combo10_478",-1155.33697788362,-45.0060983554578,-1149.11044121433
"iso_combo10_479",-1164.88377599569,-54.5528964675269,-1158.6572393264
"iso_combo10_480",-1138.52123135022,-28.1903518220535,-1132.29469468093
"iso_combo10_481",-1051.31518882949,59.0156906986742,-1045.0886521602
"iso_combo10_482",-1155.56373472535,-45.2328551971816,-1149.33719805606
"iso_combo10_483",-1136.25034886868,-25.9194693405152,-1130.02381219939
"iso_combo10_484",-1054.26647865598,56.064400872183,-1048.03994198669
"iso_combo10_485",-1135.50596575557,-25.1750862274008,-1129.27942908628
"iso_combo10_486",-1044.54308737106,65.7877921571036,-1038.31655070177
"iso_combo10_487",-1055.54619967,54.7846798581686,-1049.31966300071
"iso_combo10_488",-1163.54396445471,-53.213084926548,-1157.31742778542
"iso_combo10_489",-1136.49245784067,-26.1615783125101,-1130.26592117139
"iso_combo10_490",-1046.82072899551,63.5101505326516,-1040.59419232623
"iso_combo10_491",-1131.83151430219,-21.5006347740248,-1125.6049776329
"iso_combo10_492",-1048.50411146476,61.8267680634078,-1042.27757479547
"iso_combo10_493",-1035.06789347232,75.2629860558404,-1028.84135680304
"iso_combo10_494",-1143.95028663952,-33.6194071113604,-1137.72374997024
"iso_combo10_495",-1045.16593040434,65.164949123829,-1038.93939373505
"iso_combo10_496",-1052.18854346367,58.1423360644949,-1045.96200679438
"iso_combo10_497",-1050.65504851097,59.6758310171933,-1044.42851184168
"iso_combo10_498",-1249.73023815314,-139.399358624978,-1243.50370148385
"iso_combo10_499",-1243.1374289682,-132.806549440039,-1236.91089229892
"iso_combo10_500",-1227.65146790774,-117.320588379579,-1221.42493123846
"iso_combo10_501",-1096.23460343228,14.0962760958823,-1090.00806676299
"iso_combo10_502",-1243.30842847921,-132.977548951044,-1237.08189180992
"iso_combo10_503",-1237.49387136371,-127.162991835548,-1231.26733469443
"iso_combo10_504",-1093.78186213908,16.5490173890852,-1087.55532546979
"iso_combo10_505",-1233.29252401499,-122.961644486823,-1227.0659873457
"iso_combo10_506",-1090.8917568193,19.4391227088629,-1084.66522015001
"iso_combo10_507",-1084.52385619982,25.8070233283404,-1078.29731953054
"iso_combo10_508",-1241.71719276488,-131.386313236711,-1235.49065609559
"iso_combo10_509",-1246.31894808477,-135.988068556608,-1240.09241141549
"iso_combo10_510",-1086.89370710715,23.4371724210185,-1080.66717043786
"iso_combo10_511",-1247.69852805075,-137.367648522582,-1241.47199138146
"iso_combo10_512",-1097.08971025105,13.2411692771166,-1090.86317358176
"iso_combo10_513",-1091.85431284782,18.4765666803393,-1085.62777617854
"iso_combo10_514",-1239.63775260609,-129.306873077926,-1233.4112159368
"iso_combo10_515",-1092.3052226071,18.0256569210688,-1086.07868593781
"iso_combo10_516",-1088.09689642065,22.2339831075125,-1081.87035975136
"iso_combo10_517",-1105.21152724771,5.11935228045218,-1098.98499057842
